PartitionKey,FileType,Category,CodeUnit,CodeUnitId,FileName,LineNumber,LinesOfCode,EWI Count,FDM Count,PRF Count,HighestEWISeverity,UDFsUsed,EWI,FDM,PRF,ConversionStatus,LoCConversionPercentage
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_views.sql,61,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_views.sql,58,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,VIEW,CREATE VIEW,[dbo].[vDMPrep],input_mssql_views.sql,10,46,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_views.sql,7,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,OTHER,PRINT,N/A,input_mssql_views.sql,6,1,1,0,0,Medium,N/A,SSC-EWI-0073,N/A,N/A,NotSupported,0%
0196914a-6079-7582-8542-c639925dff1a,SQL,OTHER,PRINT,N/A,input_mssql_views.sql,2,4,1,0,0,Medium,N/A,SSC-EWI-0073,N/A,N/A,Partial,75%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,796,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,[dbo].[uspLogError](INT),input_mssql_procedures.sql,736,55,10,2,0,Medium,N/A,SSC-EWI-0040 | SSC-EWI-0073,SSC-FDM-TS0023 | SSC-FDM-0007,N/A,Partial,80%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,734,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,[dbo].[uspPrintError],input_mssql_procedures.sql,717,16,3,0,0,Medium,N/A,SSC-EWI-0040 | SSC-EWI-0073,N/A,N/A,Partial,56.25%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,715,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,SET,N/A,input_mssql_procedures.sql,714,1,1,0,0,Low,N/A,SSC-EWI-0040,N/A,N/A,NotSupported,0%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,711,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,"[dbo].[uspSearchCandidateResumes](NVARCHAR,BIT,BIT,INT)",input_mssql_procedures.sql,656,45,6,0,0,Medium,N/A,SSC-EWI-0040 | SSC-EWI-0073,N/A,N/A,Partial,86.67%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,654,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,"[HumanResources].[uspUpdateEmployeePersonalInfo](INT,NVARCHAR,DATETIME,NCHAR,NCHAR)",input_mssql_procedures.sql,631,22,1,0,0,Low,N/A,SSC-EWI-0040,N/A,N/A,Partial,95.45%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,629,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,"[HumanResources].[uspUpdateEmployeeLogin](INT,HIERARCHYID,NVARCHAR,NVARCHAR,DATETIME,[dbo].[Flag])",input_mssql_procedures.sql,604,24,1,2,0,Low,N/A,SSC-EWI-0040,SSC-FDM-TS0015 | SSC-FDM-0007,N/A,Partial,95.83%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,602,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,"[HumanResources].[uspUpdateEmployeeHireInfo](INT,NVARCHAR,DATETIME,DATETIME,MONEY,TINYINT,[dbo].[Flag])",input_mssql_procedures.sql,560,37,2,2,0,Medium,N/A,SSC-EWI-0040 | SSC-EWI-0073,SSC-FDM-TS0015 | SSC-FDM-0007,N/A,Partial,94.59%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,558,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,"[dbo].[uspGetWhereUsedProductID](INT,DATETIME)",input_mssql_procedures.sql,524,33,1,0,1,Low,N/A,SSC-EWI-0040,N/A,SSC-PRF-TS0001,Partial,96.97%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,522,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,[dbo].[uspGetManagerEmployees](INT),input_mssql_procedures.sql,489,32,5,0,1,Medium,N/A,SSC-EWI-0040 | SSC-EWI-0073,N/A,SSC-PRF-TS0001,Partial,84.38%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,487,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,[dbo].[uspGetEmployeeManagers](INT),input_mssql_procedures.sql,454,32,5,0,1,Medium,N/A,SSC-EWI-0040 | SSC-EWI-0073,N/A,SSC-PRF-TS0001,Partial,84.38%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,452,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,"[dbo].[uspGetBillOfMaterials](INT,DATETIME)",input_mssql_procedures.sql,416,35,1,0,1,Low,N/A,SSC-EWI-0040,N/A,SSC-PRF-TS0001,Partial,97.14%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,414,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,"spAddNumber(INT,INT)",input_mssql_procedures.sql,394,17,4,1,0,Medium,N/A,SSC-EWI-0002 | SSC-EWI-0073,SSC-FDM-0019,N/A,Partial,76.47%
0196914a-6079-7582-8542-c639925dff1a,SQL,FLOW CONTROL,IF,N/A,input_mssql_procedures.sql,389,4,2,0,0,Medium,N/A,SSC-EWI-0073,N/A,N/A,Partial,50%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,DECLARE,N/A,input_mssql_procedures.sql,387,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,OTHER,PRINT,N/A,input_mssql_procedures.sql,385,1,1,0,0,Medium,N/A,SSC-EWI-0073,N/A,N/A,NotSupported,0%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,DECLARE,N/A,input_mssql_procedures.sql,383,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,OTHER,PRINT,N/A,input_mssql_procedures.sql,381,1,1,0,0,Medium,N/A,SSC-EWI-0073,N/A,N/A,NotSupported,0%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,DECLARE,N/A,input_mssql_procedures.sql,379,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,"spGetResult(INT,INT,INT)",input_mssql_procedures.sql,355,20,2,2,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-0007 | SSC-FDM-0019,N/A,Partial,55%
0196914a-6079-7582-8542-c639925dff1a,SQL,DML,EXECUTE,N/A,input_mssql_procedures.sql,352,2,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,DML,EXECUTE,N/A,input_mssql_procedures.sql,349,3,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,348,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,"spUpdateEmployeeByID(INT,VARCHAR,VARCHAR,DATETIME,INT)",input_mssql_procedures.sql,331,17,0,2,0,N/A,N/A,N/A,SSC-FDM-0007 | SSC-FDM-0019,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,329,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,"spGetEmployeesByGenderAndDepartment(VARCHAR,INT)",input_mssql_procedures.sql,320,9,0,2,0,N/A,N/A,N/A,SSC-FDM-0007 | SSC-FDM-0019,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,SET,N/A,input_mssql_procedures.sql,317,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,SET,N/A,input_mssql_procedures.sql,316,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,DECLARE,N/A,input_mssql_procedures.sql,314,2,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,306,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,"spAddNumber(INT,INT)",input_mssql_procedures.sql,261,37,3,1,0,Medium,N/A,SSC-EWI-0002 | SSC-EWI-0073,SSC-FDM-0007,N/A,Partial,40.54%
0196914a-6079-7582-8542-c639925dff1a,SQL,FLOW CONTROL,IF,N/A,input_mssql_procedures.sql,256,4,2,0,0,Medium,N/A,SSC-EWI-0073,N/A,N/A,Partial,50%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,DECLARE,N/A,input_mssql_procedures.sql,254,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,OTHER,PRINT,N/A,input_mssql_procedures.sql,252,1,1,0,0,Medium,N/A,SSC-EWI-0073,N/A,N/A,NotSupported,0%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,DECLARE,N/A,input_mssql_procedures.sql,250,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,OTHER,PRINT,N/A,input_mssql_procedures.sql,248,1,1,0,0,Medium,N/A,SSC-EWI-0073,N/A,N/A,NotSupported,0%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,DECLARE,N/A,input_mssql_procedures.sql,246,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,"spGetResult(INT,INT,INT)",input_mssql_procedures.sql,222,20,2,1,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-0007,N/A,Partial,55%
0196914a-6079-7582-8542-c639925dff1a,SQL,DML,EXECUTE,N/A,input_mssql_procedures.sql,219,2,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,DML,EXECUTE,N/A,input_mssql_procedures.sql,216,3,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,215,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,"spUpdateEmployeeByID(INT,VARCHAR,VARCHAR,DATETIME,INT)",input_mssql_procedures.sql,198,17,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,196,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,"spGetEmployeesByGenderAndDepartment(VARCHAR,INT)",input_mssql_procedures.sql,187,9,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,SET,N/A,input_mssql_procedures.sql,184,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,SET,N/A,input_mssql_procedures.sql,183,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,DECLARE,N/A,input_mssql_procedures.sql,181,2,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_procedures.sql,173,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,PROCEDURE,CREATE PROCEDURE,"sp_AddProduct(NVARCHAR,NVARCHAR,INT,INT,DECIMAL)",input_mssql_procedures.sql,2,135,1,1,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-0007,N/A,Partial,19.26%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_functions.sql,424,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,FUNCTION,CREATE FUNCTION,[dbo].[udfTwoDigitZeroFill](INT),input_mssql_functions.sql,410,14,0,1,0,N/A,N/A,N/A,SSC-FDM-0029,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_functions.sql,408,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,FUNCTION,CREATE FUNCTION,"[dbo].[udfMinimumDate](DATETIME,DATETIME)",input_mssql_functions.sql,393,13,0,1,0,N/A,N/A,N/A,SSC-FDM-0029,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_functions.sql,390,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,FUNCTION,CREATE FUNCTION,"[dbo].[udfBuildISO8601Date](INT,INT,INT)",input_mssql_functions.sql,376,14,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_functions.sql,374,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,FUNCTION,CREATE FUNCTION,[dbo].[ufnGetSalesOrderStatusText](TINYINT),input_mssql_functions.sql,354,18,0,1,0,N/A,N/A,N/A,SSC-FDM-0029,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_functions.sql,352,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,FUNCTION,CREATE FUNCTION,[dbo].[ufnGetPurchaseOrderStatusText](TINYINT),input_mssql_functions.sql,334,16,0,1,0,N/A,N/A,N/A,SSC-FDM-0029,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_functions.sql,332,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,FUNCTION,CREATE FUNCTION,[dbo].[ufnGetDocumentStatusText](TINYINT),input_mssql_functions.sql,315,15,0,1,0,N/A,N/A,N/A,SSC-FDM-0029,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_functions.sql,313,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,FUNCTION,CREATE FUNCTION,[dbo].[ufnGetStock](INT),input_mssql_functions.sql,296,14,1,0,0,Medium,N/A,SSC-EWI-0073,N/A,N/A,Partial,85.71%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_functions.sql,294,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,FUNCTION,CREATE FUNCTION,"[dbo].[ufnGetProductStandardCost](INT,DATETIME)",input_mssql_functions.sql,278,14,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_functions.sql,276,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,FUNCTION,CREATE FUNCTION,"[dbo].[ufnGetProductListPrice](INT,DATETIME)",input_mssql_functions.sql,261,13,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_functions.sql,259,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,FUNCTION,CREATE FUNCTION,"[dbo].[ufnGetProductDealerPrice](INT,DATETIME)",input_mssql_functions.sql,240,16,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_functions.sql,236,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,FUNCTION,CREATE FUNCTION,[dbo].[ufnGetContactInformation](INT),input_mssql_functions.sql,167,65,1,0,0,Medium,N/A,SSC-EWI-0073,N/A,N/A,Partial,4.62%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_functions.sql,165,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,FUNCTION,CREATE FUNCTION,[dbo].[ufnGetAccountingEndDate],input_mssql_functions.sql,159,6,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_functions.sql,157,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,FUNCTION,CREATE FUNCTION,[dbo].[ufnGetAccountingStartDate],input_mssql_functions.sql,151,6,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_functions.sql,149,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,FUNCTION,CREATE FUNCTION,dbo.GetTotalOrdersForCustomer(INT),input_mssql_functions.sql,2,108,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
